        0.000000000        3.100000000
        0.200000000        3.091522191
        0.400000000        3.062673365
        0.600000000        3.001728531
        0.800000000        2.884057443
        1.000000000        2.662985484
        1.200000000        2.256430559
        1.400000000        1.545999528
        1.600000000        0.467991618
        1.800000000       -0.761832442
        2.000000000       -1.753863104
        2.200000000       -2.376082619
        2.400000000       -2.723917814
        2.600000000       -2.908232882
        2.800000000       -2.998815419
        3.000000000       -3.031613096
        3.200000000       -3.019788628
        3.400000000       -2.958531421
        3.600000000       -2.823243098
        3.800000000       -2.561070237
        4.000000000       -2.079073413
        4.200000000       -1.258980326
        4.400000000       -0.098480085
        4.600000000        1.094206219
        4.800000000        1.972862918
        5.000000000        2.498211488
        5.200000000        2.784170748
        5.400000000        2.928744338
        5.600000000        2.987609508
        5.800000000        2.984144484
        6.000000000        2.916906762
        6.200000000        2.759114203
        6.400000000        2.450310527
        6.600000000        1.887580440
        6.800000000        0.963326966
        7.000000000       -0.247037934
        7.200000000       -1.374604681
        7.400000000       -2.146404950
        7.600000000       -2.591292870
        7.800000000       -2.826421456
        8.000000000       -2.936067768
        8.200000000       -2.962849044
        8.400000000       -2.917346443
        8.600000000       -2.781450755
        8.800000000       -2.502812183
        9.000000000       -1.985852510
        9.200000000       -1.117429392
        9.400000000        0.068554041
        9.600000000        1.230869756
        9.800000000        2.055696993
       10.000000000        2.538190985
