      112.000000000        6.907676014        0.066623455      993.025700531
      113.000000000        6.907456670        0.060491965      993.032051365
      114.000000000        6.907257518        0.054924763      993.037817719
      115.000000000        6.907076700        0.049869917      993.043053382
      116.000000000        6.906912527        0.045280276      993.047807196
      117.000000000        6.906763467        0.041113027      993.052123506
      118.000000000        6.906628128        0.037329297      993.056042575
      119.000000000        6.906505247        0.033893790      993.059600963
      120.000000000        6.906393677        0.030774460      993.062831864
      121.000000000        6.906292376        0.027942207      993.065765417
      122.000000000        6.906200400        0.025370614      993.068428987
      123.000000000        6.906116889        0.023035689      993.070847422
      124.000000000        6.906041065        0.020915653      993.073043282
      125.000000000        6.905972220        0.018990729      993.075037051
      126.000000000        6.905909712        0.017242960      993.076847328
      127.000000000        6.905852957        0.015656043      993.078491000
      128.000000000        6.905801426        0.014215174      993.079983401
      129.000000000        6.905754637        0.012906911      993.081338452
      130.000000000        6.905712155        0.011719052      993.082568793
      131.000000000        6.905673583        0.010640514      993.083685903
      132.000000000        6.905638561        0.009661237      993.084700202
      133.000000000        6.905606762        0.008772085      993.085621152
      134.000000000        6.905577890        0.007964765      993.086457345
      135.000000000        6.905551676        0.007231745      993.087216580
      136.000000000        6.905527874        0.006566186      993.087905940
      137.000000000        6.905506262        0.005961881      993.088531857
      138.000000000        6.905486640        0.005413191      993.089100169
      139.000000000        6.905468823        0.004914999      993.089616177
      140.000000000        6.905452647        0.004462657      993.090084696
      141.000000000        6.905437959        0.004051946      993.090510095
      142.000000000        6.905424623        0.003679033      993.090896344
      143.000000000        6.905412514        0.003340441      993.091247045
      144.000000000        6.905401520        0.003033010      993.091565470
      145.000000000        6.905391537        0.002753873      993.091854589
      146.000000000        6.905382474        0.002500426      993.092117100
      147.000000000        6.905374244        0.002270304      993.092355451
      148.000000000        6.905366772        0.002061361      993.092571866
      149.000000000        6.905359988        0.001871648      993.092768364
      150.000000000        6.905353828        0.001699395      993.092946778
      151.000000000        6.905348234        0.001542994      993.093108771
      152.000000000        6.905343156        0.001400988      993.093255856
      153.000000000        6.905338545        0.001272051      993.093389404
      154.000000000        6.905334359        0.001154980      993.093510661
      155.000000000        6.905330557        0.001048684      993.093620759
      156.000000000        6.905327106        0.000952170      993.093720724
      157.000000000        6.905323972        0.000864539      993.093811489
      158.000000000        6.905321127        0.000784973      993.093893900
      159.000000000        6.905318543        0.000712730      993.093968727
      160.000000000        6.905316197        0.000647135      993.094036668
      161.000000000        6.905314067        0.000587577      993.094098355
      162.000000000        6.905312134        0.000533501      993.094154366
      163.000000000        6.905310378        0.000484401      993.094205221
      164.000000000        6.905308783        0.000439820      993.094251396
      165.000000000        6.905307336        0.000399342      993.094293322
      166.000000000        6.905306022        0.000362589      993.094331389
      167.000000000        6.905304828        0.000329219      993.094365953
      168.000000000        6.905303745        0.000298920      993.094397335
      169.000000000        6.905302761        0.000271410      993.094425829
      170.000000000        6.905301868        0.000246431      993.094451701
      171.000000000        6.905301057        0.000223751      993.094475192
      172.000000000        6.905300320        0.000203159      993.094496521
      173.000000000        6.905299652        0.000184461      993.094515887
      174.000000000        6.905299044        0.000167485      993.094533471
      175.000000000        6.905298493        0.000152071      993.094549436
      176.000000000        6.905297993        0.000138075      993.094563932
      177.000000000        6.905297538        0.000125368      993.094577094
      178.000000000        6.905297126        0.000113830      993.094589045
      179.000000000        6.905296751        0.000103354      993.094599895
      180.000000000        6.905296411        0.000093842      993.094609747
      181.000000000        6.905296102        0.000085205      993.094618693
      182.000000000        6.905295822        0.000077363      993.094626815
      183.000000000        6.905295567        0.000070243      993.094634190
      184.000000000        6.905295336        0.000063779      993.094640885
      185.000000000        6.905295126        0.000057909      993.094646965
      186.000000000        6.905294935        0.000052579      993.094652485
      187.000000000        6.905294762        0.000047740      993.094657497
      188.000000000        6.905294605        0.000043347      993.094662048
      189.000000000        6.905294462        0.000039357      993.094666180
      190.000000000        6.905294333        0.000035735      993.094669932
      191.000000000        6.905294215        0.000032446      993.094673338
      192.000000000        6.905294108        0.000029460      993.094676431
      193.000000000        6.905294012        0.000026749      993.094679240
      194.000000000        6.905293923        0.000024287      993.094681789
      195.000000000        6.905293844        0.000022052      993.094684105
      196.000000000        6.905293771        0.000020022      993.094686207
      197.000000000        6.905293705        0.000018180      993.094688115
      198.000000000        6.905293645        0.000016507      993.094689848
      199.000000000        6.905293591        0.000014987      993.094691422
      200.000000000        6.905293542        0.000013608      993.094692850
